week,date,city,country,tier,market_type,is_treated,post_treatment,treated_post,orders,active_users,new_users,aov_eur,reorder_rate,conversion_rate,avg_basket_items,delivery_fee_eur,weekly_revenue_eur,macro_shock
10,2022-03-07,Warsaw,Poland,2,monopoly,1,0,0,55872,36647,5433,19.98,0.671,0.0464,2.82,1.54,1133253.0,1.0119
11,2022-03-14,Warsaw,Poland,2,monopoly,1,0,0,52699,36025,6237,19.47,0.656,0.0466,2.66,1.55,1042801.0,1.0026
12,2022-03-21,Warsaw,Poland,2,monopoly,1,0,0,56758,36568,5108,19.54,0.691,0.0427,2.71,1.52,1125726.0,0.9966
13,2022-03-28,Warsaw,Poland,2,monopoly,1,0,0,53433,36589,6091,19.51,0.686,0.0404,2.87,1.52,1059162.0,1.0004
14,2022-04-04,Warsaw,Poland,2,monopoly,1,0,0,54007,37954,5150,19.43,0.674,0.0512,2.86,1.64,1068029.0,0.9792
15,2022-04-11,Warsaw,Poland,2,monopoly,1,0,0,54817,38009,5008,19.53,0.658,0.0463,2.85,1.29,1085285.0,0.9675
16,2022-04-18,Warsaw,Poland,2,monopoly,1,0,0,56586,36258,4973,20.11,0.674,0.045,3.07,1.5,1154261.0,0.9727
17,2022-04-25,Warsaw,Poland,2,monopoly,1,0,0,54448,36312,6521,19.24,0.682,0.0345,2.86,1.52,1064138.0,0.9711
18,2022-05-02,Warsaw,Poland,2,monopoly,1,0,0,52873,36538,4418,19.89,0.67,0.0533,2.83,1.46,1067648.0,0.9847
19,2022-05-09,Warsaw,Poland,2,monopoly,1,0,0,55242,37050,4659,19.73,0.687,0.0461,2.7,1.5,1106597.0,0.9801
20,2022-05-16,Warsaw,Poland,2,monopoly,1,0,0,52447,33033,5559,19.48,0.689,0.0574,2.68,1.47,1036235.0,0.9132
21,2022-05-23,Warsaw,Poland,2,monopoly,1,0,0,54037,36086,4848,19.95,0.665,0.037,2.8,1.38,1092978.0,0.9677
22,2022-05-30,Warsaw,Poland,2,monopoly,1,0,0,51406,37836,5342,18.88,0.664,0.0492,2.82,1.44,986890.0,0.996
23,2022-06-06,Warsaw,Poland,2,monopoly,1,0,0,53871,37695,5728,19.34,0.688,0.0534,2.72,1.6,1059959.0,0.9981
24,2022-06-13,Warsaw,Poland,2,monopoly,1,0,0,55259,35808,4861,19.44,0.665,0.0497,2.71,1.43,1089597.0,0.9831
25,2022-06-20,Warsaw,Poland,2,monopoly,1,0,0,54908,36888,6338,19.56,0.685,0.0398,2.55,1.44,1089936.0,0.983
26,2022-06-27,Warsaw,Poland,2,monopoly,1,0,0,55133,37287,6141,19.7,0.669,0.0531,2.41,1.52,1103123.0,0.9902
27,2022-07-04,Warsaw,Poland,2,monopoly,1,0,0,55603,37101,6010,19.67,0.666,0.0483,2.79,1.56,1111074.0,0.981
28,2022-07-11,Warsaw,Poland,2,monopoly,1,0,0,55381,36151,5779,19.19,0.676,0.0442,2.85,1.59,1080005.0,0.9918
29,2022-07-18,Warsaw,Poland,2,monopoly,1,0,0,52434,34601,5971,19.39,0.642,0.044,2.74,1.34,1030605.0,0.988
30,2022-07-25,Warsaw,Poland,2,monopoly,1,0,0,54790,34286,4811,19.63,0.696,0.0346,2.82,1.48,1090751.0,0.989
31,2022-08-01,Warsaw,Poland,2,monopoly,1,0,0,53736,35719,6020,19.18,0.676,0.0373,3.07,1.36,1045230.0,0.9862
32,2022-08-08,Warsaw,Poland,2,monopoly,1,0,0,52332,36049,4846,19.24,0.666,0.0551,2.68,1.47,1022765.0,1.0114
33,2022-08-15,Warsaw,Poland,2,monopoly,1,0,0,55500,36427,4733,19.5,0.643,0.0443,2.8,1.49,1098533.0,1.0073
34,2022-08-22,Warsaw,Poland,2,monopoly,1,0,0,52805,35671,5449,19.74,0.659,0.0445,3.14,1.49,1058316.0,0.9931
35,2022-08-29,Warsaw,Poland,2,monopoly,1,0,0,54570,37451,4410,19.45,0.684,0.0383,2.69,1.56,1078914.0,1.0046
36,2022-09-05,Warsaw,Poland,2,monopoly,1,0,0,56077,37257,4786,19.69,0.677,0.0508,2.97,1.55,1121481.0,0.9895
37,2022-09-12,Warsaw,Poland,2,monopoly,1,0,0,55363,36460,4449,19.7,0.676,0.0498,2.66,1.49,1106949.0,0.9955
38,2022-09-19,Warsaw,Poland,2,monopoly,1,0,0,51991,34931,6132,19.41,0.659,0.0559,2.75,1.34,1023188.0,0.9755
39,2022-09-26,Warsaw,Poland,2,monopoly,1,0,0,51830,35544,4588,19.58,0.654,0.0423,2.83,1.5,1030826.0,0.9695
40,2022-10-03,Warsaw,Poland,2,monopoly,1,0,0,51963,36168,5715,20.08,0.628,0.0473,2.76,1.39,1058499.0,0.9823
41,2022-10-10,Warsaw,Poland,2,monopoly,1,0,0,51674,36414,6002,19.13,0.66,0.0404,2.61,1.57,1005675.0,0.9966
42,2022-10-17,Warsaw,Poland,2,monopoly,1,0,0,55215,35926,5970,19.71,0.671,0.0406,2.88,1.5,1104454.0,0.9997
43,2022-10-24,Warsaw,Poland,2,monopoly,1,0,0,55034,36460,5343,19.63,0.671,0.0456,2.78,1.47,1096396.0,0.9985
44,2022-10-31,Warsaw,Poland,2,monopoly,1,0,0,52840,35448,5602,19.5,0.681,0.0344,2.77,1.44,1045694.0,0.9957
45,2022-11-07,Warsaw,Poland,2,monopoly,1,0,0,52227,35518,6135,19.3,0.666,0.0377,2.89,1.47,1023645.0,0.981
46,2022-11-14,Warsaw,Poland,2,monopoly,1,0,0,52195,35016,5810,19.11,0.67,0.0445,3.0,1.44,1012573.0,0.9797
47,2022-11-21,Warsaw,Poland,2,monopoly,1,0,0,49941,35535,4686,19.26,0.657,0.0352,3.03,1.53,978174.0,0.9817
48,2022-11-28,Warsaw,Poland,2,monopoly,1,0,0,51367,37178,4540,19.45,0.666,0.0511,2.87,1.69,1017937.0,0.9998
49,2022-12-05,Warsaw,Poland,2,monopoly,1,0,0,59480,39294,4848,19.61,0.665,0.0275,2.87,1.46,1183614.0,1.0036
50,2022-12-12,Warsaw,Poland,2,monopoly,1,0,0,56493,39810,5568,19.34,0.674,0.0421,2.85,1.56,1111206.0,0.983
51,2022-12-19,Warsaw,Poland,2,monopoly,1,0,0,57062,40997,5562,19.5,0.682,0.04,2.77,1.43,1130297.0,0.9925
52,2022-12-26,Warsaw,Poland,2,monopoly,1,0,0,60538,42204,6647,19.55,0.649,0.038,2.85,1.57,1203396.0,0.9909
53,2023-01-02,Warsaw,Poland,2,monopoly,1,0,0,56197,39131,5712,19.65,0.694,0.0443,2.78,1.41,1120823.0,0.9866
54,2023-01-09,Warsaw,Poland,2,monopoly,1,0,0,56185,40108,6525,19.59,0.689,0.0491,2.55,1.5,1118713.0,0.998
55,2023-01-16,Warsaw,Poland,2,monopoly,1,0,0,53541,37378,6867,19.74,0.685,0.0461,2.89,1.42,1072822.0,0.9697
56,2023-01-23,Warsaw,Poland,2,monopoly,1,0,0,57517,38066,5511,19.37,0.637,0.0448,2.96,1.48,1131006.0,1.0168
57,2023-01-30,Warsaw,Poland,2,monopoly,1,0,0,55623,38030,4641,19.01,0.656,0.0503,2.8,1.49,1074393.0,1.0017
58,2023-02-06,Warsaw,Poland,2,monopoly,1,0,0,53413,36618,4359,19.41,0.677,0.0417,3.01,1.53,1053554.0,0.9977
59,2023-02-13,Warsaw,Poland,2,monopoly,1,0,0,58721,40276,6420,19.42,0.694,0.0495,3.06,1.47,1158124.0,1.0021
60,2023-02-20,Warsaw,Poland,2,monopoly,1,0,0,58467,38993,6729,19.55,0.654,0.059,3.03,1.51,1160694.0,1.0121
61,2023-02-27,Warsaw,Poland,2,monopoly,1,0,0,59587,38713,6060,18.96,0.681,0.0469,2.79,1.55,1147771.0,1.0026
62,2023-03-06,Warsaw,Poland,2,monopoly,1,0,0,59017,39264,5368,19.18,0.671,0.0504,2.79,1.61,1150911.0,0.9997
63,2023-03-13,Warsaw,Poland,2,monopoly,1,0,0,54742,38265,6493,19.49,0.654,0.0547,2.77,1.48,1083911.0,0.9876
64,2023-03-20,Warsaw,Poland,2,monopoly,1,0,0,57941,39338,5966,19.12,0.693,0.033,2.54,1.54,1126006.0,0.9788
65,2023-03-27,Warsaw,Poland,2,monopoly,1,0,0,57633,39678,6552,19.27,0.678,0.0416,2.58,1.43,1127610.0,0.9951
66,2023-04-03,Warsaw,Poland,2,monopoly,1,0,0,61648,42243,4703,19.04,0.659,0.0453,2.97,1.56,1193548.0,1.0118
67,2023-04-10,Warsaw,Poland,2,monopoly,1,0,0,58507,42391,6698,19.42,0.64,0.0593,2.55,1.48,1155028.0,1.0069
68,2023-04-17,Warsaw,Poland,2,monopoly,1,0,0,64895,41938,6374,19.75,0.693,0.0526,2.65,1.48,1300297.0,1.0155
69,2023-04-24,Warsaw,Poland,2,monopoly,1,0,0,60822,42269,5917,19.6,0.679,0.0633,2.82,1.65,1213034.0,1.014
70,2023-05-01,Warsaw,Poland,2,monopoly,1,0,0,63113,41543,6676,18.98,0.69,0.0508,2.46,1.48,1216330.0,1.002
71,2023-05-08,Warsaw,Poland,2,monopoly,1,0,0,58002,40063,4940,19.51,0.657,0.0526,2.65,1.41,1148566.0,1.0053
72,2023-05-15,Warsaw,Poland,2,monopoly,1,0,0,60461,40775,6265,19.7,0.672,0.0441,3.07,1.48,1209186.0,1.0204
73,2023-05-22,Warsaw,Poland,2,monopoly,1,0,0,58160,40489,6362,19.73,0.662,0.0332,2.84,1.46,1165231.0,1.0128
74,2023-05-29,Warsaw,Poland,2,monopoly,1,0,0,63917,41963,5651,19.4,0.671,0.0354,2.91,1.45,1258244.0,1.0256
75,2023-06-05,Warsaw,Poland,2,monopoly,1,0,0,60489,41443,6376,19.55,0.699,0.0497,2.73,1.46,1200712.0,0.9878
76,2023-06-12,Warsaw,Poland,2,monopoly,1,0,0,59466,40115,5456,19.14,0.672,0.0415,2.45,1.5,1156231.0,1.0011
77,2023-06-19,Warsaw,Poland,2,monopoly,1,0,0,62930,41467,6303,19.38,0.684,0.0516,2.54,1.45,1237622.0,1.0017
78,2023-06-26,Warsaw,Poland,2,monopoly,1,1,1,68754,42610,7355,18.76,0.68,0.0567,2.86,0.0,1289825.0,0.9978
79,2023-07-03,Warsaw,Poland,2,monopoly,1,1,1,69914,44121,7592,18.59,0.669,0.0333,2.85,0.0,1299701.0,0.9996
80,2023-07-10,Warsaw,Poland,2,monopoly,1,1,1,63696,42530,8758,18.4,0.674,0.0396,3.03,0.0,1172006.0,0.9779
81,2023-07-17,Warsaw,Poland,2,monopoly,1,1,1,63055,41628,6740,18.92,0.649,0.041,2.94,0.0,1193001.0,0.9832
82,2023-07-24,Warsaw,Poland,2,monopoly,1,1,1,62371,40995,8212,19.16,0.657,0.0483,2.69,0.0,1195028.0,0.993
83,2023-07-31,Warsaw,Poland,2,monopoly,1,1,1,66290,42221,7898,18.71,0.669,0.0504,2.59,0.0,1240286.0,1.0117
84,2023-08-07,Warsaw,Poland,2,monopoly,1,1,1,62206,41674,8755,18.89,0.672,0.0502,2.98,0.0,1175071.0,1.0019
85,2023-08-14,Warsaw,Poland,2,monopoly,1,1,1,64074,40331,6238,18.43,0.674,0.048,2.78,0.0,1180884.0,0.9923
86,2023-08-21,Warsaw,Poland,2,monopoly,1,1,1,68073,40913,7924,19.08,0.653,0.0416,2.47,0.0,1298833.0,0.9895
87,2023-08-28,Warsaw,Poland,2,monopoly,1,1,1,67010,42679,8453,18.65,0.672,0.0602,2.9,0.0,1249736.0,1.0032
88,2023-09-04,Warsaw,Poland,2,monopoly,1,1,1,65411,41604,5935,18.39,0.679,0.0361,2.87,0.0,1202908.0,1.0057
89,2023-09-11,Warsaw,Poland,2,monopoly,1,1,1,65521,41215,6693,18.86,0.668,0.0459,2.63,0.0,1235726.0,0.9979
90,2023-09-18,Warsaw,Poland,2,monopoly,1,1,1,66440,42042,8165,18.99,0.662,0.0485,3.09,0.0,1261696.0,1.0043
91,2023-09-25,Warsaw,Poland,2,monopoly,1,1,1,62936,43347,7651,19.0,0.695,0.0466,2.73,0.0,1195784.0,1.0038
92,2023-10-02,Warsaw,Poland,2,monopoly,1,1,1,63438,41545,6504,18.71,0.673,0.032,2.55,0.0,1186925.0,1.0132
93,2023-10-09,Warsaw,Poland,2,monopoly,1,1,1,63297,41052,6541,18.5,0.685,0.0584,2.82,0.0,1170994.0,1.0008
94,2023-10-16,Warsaw,Poland,2,monopoly,1,1,1,63931,40901,8357,18.64,0.665,0.0419,2.95,0.0,1191674.0,0.9969
95,2023-10-23,Warsaw,Poland,2,monopoly,1,1,1,61663,40324,6256,18.83,0.67,0.0531,2.81,0.0,1161114.0,0.9937
96,2023-10-30,Warsaw,Poland,2,monopoly,1,1,1,62942,41234,8525,18.94,0.657,0.0397,2.56,0.0,1192121.0,0.9798
97,2023-11-06,Warsaw,Poland,2,monopoly,1,1,1,61942,40706,8246,18.92,0.662,0.0495,2.83,0.0,1171943.0,0.9901
98,2023-11-13,Warsaw,Poland,2,monopoly,1,1,1,58931,41445,5927,18.85,0.665,0.052,2.56,0.0,1110849.0,0.9965
99,2023-11-20,Warsaw,Poland,2,monopoly,1,1,1,67406,40888,7825,18.34,0.696,0.0529,2.71,0.0,1236226.0,0.9978
100,2023-11-27,Warsaw,Poland,2,monopoly,1,1,1,61788,41274,8303,18.78,0.674,0.0394,2.87,0.0,1160379.0,0.996
101,2023-12-04,Warsaw,Poland,2,monopoly,1,1,1,67040,42315,6574,18.77,0.671,0.0571,2.74,0.0,1258341.0,0.9818
102,2023-12-11,Warsaw,Poland,2,monopoly,1,1,1,65224,43387,7446,18.76,0.69,0.0519,2.92,0.0,1223602.0,0.9835
103,2023-12-18,Warsaw,Poland,2,monopoly,1,1,1,67379,44465,7821,18.94,0.672,0.0489,3.14,0.0,1276158.0,0.9855
104,2023-12-25,Warsaw,Poland,2,monopoly,1,1,1,67257,45830,8320,18.42,0.69,0.0522,2.56,0.0,1238874.0,0.9818
1,2022-01-03,Krakow,Poland,2,monopoly,0,0,0,27852,19366,3140,19.1,0.66,0.0277,2.97,1.46,540456.0,1.0055
2,2022-01-10,Krakow,Poland,2,monopoly,0,0,0,27792,19709,3486,18.5,0.696,0.0398,2.71,1.64,523849.0,1.002
3,2022-01-17,Krakow,Poland,2,monopoly,0,0,0,27172,18062,2542,18.89,0.686,0.0414,2.65,1.41,520919.0,1.0084
4,2022-01-24,Krakow,Poland,2,monopoly,0,0,0,26398,18941,3224,18.42,0.675,0.0414,2.9,1.47,494604.0,1.0222
5,2022-01-31,Krakow,Poland,2,monopoly,0,0,0,26158,18667,2547,18.82,0.659,0.0472,2.77,1.45,500414.0,1.0119
6,2022-02-07,Krakow,Poland,2,monopoly,0,0,0,26312,18568,3217,19.02,0.671,0.053,3.0,1.49,508754.0,1.0051
7,2022-02-14,Krakow,Poland,2,monopoly,0,0,0,28156,19679,3409,18.97,0.673,0.0353,2.88,1.55,543270.0,1.0207
8,2022-02-21,Krakow,Poland,2,monopoly,0,0,0,25571,19442,3087,18.84,0.643,0.0452,2.95,1.65,491381.0,1.0219
9,2022-02-28,Krakow,Poland,2,monopoly,0,0,0,27753,18754,3358,19.26,0.66,0.0415,2.84,1.52,543075.0,1.0091
10,2022-03-07,Krakow,Poland,2,monopoly,0,0,0,27215,18623,2530,18.79,0.666,0.0407,2.63,1.52,519862.0,1.0119
11,2022-03-14,Krakow,Poland,2,monopoly,0,0,0,28404,19764,2405,18.84,0.685,0.0483,2.88,1.6,544618.0,1.0026
12,2022-03-21,Krakow,Poland,2,monopoly,0,0,0,27045,19222,3190,18.78,0.675,0.054,2.64,1.6,517132.0,0.9966
13,2022-03-28,Krakow,Poland,2,monopoly,0,0,0,28846,19465,2781,18.6,0.679,0.033,2.88,1.49,545236.0,1.0004
14,2022-04-04,Krakow,Poland,2,monopoly,0,0,0,28672,19580,2761,18.84,0.678,0.0487,2.84,1.51,549050.0,0.9792
15,2022-04-11,Krakow,Poland,2,monopoly,0,0,0,28770,19951,3379,19.05,0.665,0.0449,2.83,1.38,556328.0,0.9675
16,2022-04-18,Krakow,Poland,2,monopoly,0,0,0,29464,20180,2730,19.26,0.673,0.0465,2.6,1.48,576437.0,0.9727
17,2022-04-25,Krakow,Poland,2,monopoly,0,0,0,27352,19535,3149,19.03,0.68,0.0425,2.76,1.62,530003.0,0.9711
18,2022-05-02,Krakow,Poland,2,monopoly,0,0,0,26520,19240,3390,19.04,0.682,0.0281,3.01,1.48,513483.0,0.9847
19,2022-05-09,Krakow,Poland,2,monopoly,0,0,0,29199,19583,2430,18.8,0.658,0.0445,2.82,1.53,557930.0,0.9801
20,2022-05-16,Krakow,Poland,2,monopoly,0,0,0,26184,18191,2426,18.7,0.676,0.0461,2.8,1.46,497608.0,0.9132
21,2022-05-23,Krakow,Poland,2,monopoly,0,0,0,29190,18923,3288,18.25,0.683,0.0419,2.72,1.48,541119.0,0.9677
22,2022-05-30,Krakow,Poland,2,monopoly,0,0,0,29098,20259,3399,18.73,0.671,0.0465,2.74,1.58,554608.0,0.996
23,2022-06-06,Krakow,Poland,2,monopoly,0,0,0,28044,19761,2418,18.66,0.688,0.0486,2.81,1.52,532312.0,0.9981
24,2022-06-13,Krakow,Poland,2,monopoly,0,0,0,27314,19589,3357,18.16,0.685,0.0537,2.63,1.5,504837.0,0.9831
25,2022-06-20,Krakow,Poland,2,monopoly,0,0,0,28319,19793,2923,18.75,0.675,0.0401,2.46,1.55,540185.0,0.983
26,2022-06-27,Krakow,Poland,2,monopoly,0,0,0,28610,20108,2871,18.85,0.653,0.0359,2.67,1.47,548166.0,0.9902
27,2022-07-04,Krakow,Poland,2,monopoly,0,0,0,28416,19451,2643,18.53,0.695,0.0461,2.68,1.56,535652.0,0.981
28,2022-07-11,Krakow,Poland,2,monopoly,0,0,0,29165,19286,3480,18.8,0.674,0.044,2.67,1.57,557386.0,0.9918
29,2022-07-18,Krakow,Poland,2,monopoly,0,0,0,28372,19246,3134,18.77,0.681,0.0354,3.04,1.61,541838.0,0.988
30,2022-07-25,Krakow,Poland,2,monopoly,0,0,0,27380,18230,3176,18.74,0.682,0.05,2.81,1.52,521414.0,0.989
31,2022-08-01,Krakow,Poland,2,monopoly,0,0,0,26149,18726,2449,19.34,0.665,0.0509,2.85,1.43,513755.0,0.9862
32,2022-08-08,Krakow,Poland,2,monopoly,0,0,0,29152,19241,2914,18.88,0.676,0.0406,2.9,1.45,558760.0,1.0114
33,2022-08-15,Krakow,Poland,2,monopoly,0,0,0,26775,18975,3519,18.58,0.659,0.0434,2.92,1.57,506417.0,1.0073
34,2022-08-22,Krakow,Poland,2,monopoly,0,0,0,27523,19107,3251,18.75,0.66,0.0478,2.66,1.56,524998.0,0.9931
35,2022-08-29,Krakow,Poland,2,monopoly,0,0,0,28632,19701,3085,18.03,0.684,0.051,2.95,1.51,525160.0,1.0046
36,2022-09-05,Krakow,Poland,2,monopoly,0,0,0,27695,19470,3209,18.67,0.671,0.0491,2.71,1.58,526294.0,0.9895
37,2022-09-12,Krakow,Poland,2,monopoly,0,0,0,28396,19582,2629,18.74,0.683,0.0352,2.72,1.46,540718.0,0.9955
38,2022-09-19,Krakow,Poland,2,monopoly,0,0,0,26121,18815,2762,19.03,0.688,0.0578,2.97,1.44,505211.0,0.9755
39,2022-09-26,Krakow,Poland,2,monopoly,0,0,0,27186,18323,2192,18.94,0.668,0.0454,2.75,1.44,522818.0,0.9695
40,2022-10-03,Krakow,Poland,2,monopoly,0,0,0,26874,18509,2305,18.78,0.658,0.049,3.03,1.54,513245.0,0.9823
41,2022-10-10,Krakow,Poland,2,monopoly,0,0,0,25982,18952,3120,18.79,0.683,0.0451,3.02,1.49,496673.0,0.9966
42,2022-10-17,Krakow,Poland,2,monopoly,0,0,0,28051,19105,2853,18.43,0.657,0.0367,2.72,1.56,525921.0,0.9997
43,2022-10-24,Krakow,Poland,2,monopoly,0,0,0,27526,18977,2641,18.51,0.709,0.0468,2.83,1.42,517590.0,0.9985
44,2022-10-31,Krakow,Poland,2,monopoly,0,0,0,27225,19092,2421,19.1,0.654,0.0536,2.77,1.53,528761.0,0.9957
45,2022-11-07,Krakow,Poland,2,monopoly,0,0,0,27180,18687,2830,18.73,0.692,0.0492,2.67,1.51,517547.0,0.981
46,2022-11-14,Krakow,Poland,2,monopoly,0,0,0,26761,18488,2404,18.88,0.65,0.0541,2.91,1.48,513456.0,0.9797
47,2022-11-21,Krakow,Poland,2,monopoly,0,0,0,27249,18632,3126,19.25,0.683,0.0343,2.84,1.54,533151.0,0.9817
48,2022-11-28,Krakow,Poland,2,monopoly,0,0,0,28082,18963,2272,18.8,0.657,0.044,2.79,1.48,536361.0,0.9998
49,2022-12-05,Krakow,Poland,2,monopoly,0,0,0,28138,20534,3542,18.23,0.669,0.0503,2.8,1.52,522319.0,1.0036
50,2022-12-12,Krakow,Poland,2,monopoly,0,0,0,30789,20000,2669,19.12,0.677,0.0405,2.71,1.56,598046.0,0.983
51,2022-12-19,Krakow,Poland,2,monopoly,0,0,0,31739,21175,2835,18.75,0.675,0.045,3.08,1.54,604889.0,0.9925
52,2022-12-26,Krakow,Poland,2,monopoly,0,0,0,31994,21680,3586,18.58,0.67,0.051,2.44,1.5,604205.0,0.9909
53,2023-01-02,Krakow,Poland,2,monopoly,0,0,0,30417,20419,3487,18.99,0.658,0.0404,2.82,1.51,586869.0,0.9866
54,2023-01-09,Krakow,Poland,2,monopoly,0,0,0,30191,21314,3592,18.64,0.676,0.0479,2.91,1.5,572352.0,0.998
55,2023-01-16,Krakow,Poland,2,monopoly,0,0,0,26226,19045,3262,18.49,0.689,0.0433,2.77,1.48,493375.0,0.9697
56,2023-01-23,Krakow,Poland,2,monopoly,0,0,0,26916,19461,2355,18.85,0.665,0.041,2.82,1.46,515891.0,1.0168
57,2023-01-30,Krakow,Poland,2,monopoly,0,0,0,28182,19730,2968,18.05,0.678,0.0417,2.69,1.49,517504.0,1.0017
58,2023-02-06,Krakow,Poland,2,monopoly,0,0,0,29682,20258,2927,19.15,0.674,0.0465,2.67,1.37,576736.0,0.9977
59,2023-02-13,Krakow,Poland,2,monopoly,0,0,0,28394,20447,3254,18.52,0.667,0.0434,2.8,1.38,534322.0,1.0021
60,2023-02-20,Krakow,Poland,2,monopoly,0,0,0,28640,20617,3054,18.7,0.68,0.0495,2.92,1.51,544908.0,1.0121
61,2023-02-27,Krakow,Poland,2,monopoly,0,0,0,29373,19762,3153,19.18,0.679,0.0433,2.68,1.51,572326.0,1.0026
62,2023-03-06,Krakow,Poland,2,monopoly,0,0,0,29268,20108,2699,18.74,0.678,0.0492,2.55,1.49,557471.0,0.9997
63,2023-03-13,Krakow,Poland,2,monopoly,0,0,0,30750,20136,3188,19.04,0.654,0.0418,2.85,1.51,594602.0,0.9876
64,2023-03-20,Krakow,Poland,2,monopoly,0,0,0,29604,20168,3069,19.26,0.695,0.0411,2.5,1.35,578341.0,0.9788
65,2023-03-27,Krakow,Poland,2,monopoly,0,0,0,30479,21077,3598,18.56,0.68,0.0406,2.84,1.41,574606.0,0.9951
66,2023-04-03,Krakow,Poland,2,monopoly,0,0,0,32784,21985,3259,18.94,0.696,0.0463,2.76,1.51,630888.0,1.0118
67,2023-04-10,Krakow,Poland,2,monopoly,0,0,0,32273,21820,3719,18.26,0.68,0.0559,2.8,1.6,599779.0,1.0069
68,2023-04-17,Krakow,Poland,2,monopoly,0,0,0,33006,21912,3259,18.87,0.65,0.0425,2.78,1.45,632355.0,1.0155
69,2023-04-24,Krakow,Poland,2,monopoly,0,0,0,30689,20818,3423,19.13,0.676,0.0435,2.74,1.43,596011.0,1.014
70,2023-05-01,Krakow,Poland,2,monopoly,0,0,0,31534,21579,3278,19.38,0.662,0.0275,2.83,1.57,621293.0,1.002
71,2023-05-08,Krakow,Poland,2,monopoly,0,0,0,31963,21245,2508,18.91,0.658,0.0495,2.77,1.56,614363.0,1.0053
72,2023-05-15,Krakow,Poland,2,monopoly,0,0,0,31397,21888,3677,19.0,0.68,0.0503,2.87,1.5,606393.0,1.0204
73,2023-05-22,Krakow,Poland,2,monopoly,0,0,0,30744,21981,3332,18.74,0.676,0.0401,2.95,1.46,585770.0,1.0128
74,2023-05-29,Krakow,Poland,2,monopoly,0,0,0,30369,22741,3011,18.61,0.656,0.0492,2.79,1.57,575878.0,1.0256
75,2023-06-05,Krakow,Poland,2,monopoly,0,0,0,31355,21059,3527,19.13,0.683,0.05,2.85,1.48,609171.0,0.9878
76,2023-06-12,Krakow,Poland,2,monopoly,0,0,0,32046,21332,3742,18.64,0.708,0.0514,2.72,1.52,607065.0,1.0011
77,2023-06-19,Krakow,Poland,2,monopoly,0,0,0,31484,21200,3453,18.65,0.693,0.0442,2.89,1.64,597607.0,1.0017
78,2023-06-26,Krakow,Poland,2,monopoly,0,1,0,31648,21816,2986,18.72,0.667,0.049,2.77,1.42,601744.0,0.9978
79,2023-07-03,Krakow,Poland,2,monopoly,0,1,0,32178,21654,3910,18.74,0.664,0.0454,2.88,1.48,612630.0,0.9996
80,2023-07-10,Krakow,Poland,2,monopoly,0,1,0,30169,20766,3299,18.8,0.656,0.0479,2.81,1.42,576024.0,0.9779
81,2023-07-17,Krakow,Poland,2,monopoly,0,1,0,28814,19718,2623,18.68,0.675,0.0572,2.96,1.6,547710.0,0.9832
82,2023-07-24,Krakow,Poland,2,monopoly,0,1,0,29043,19998,3122,18.58,0.673,0.0519,2.69,1.53,548798.0,0.993
83,2023-07-31,Krakow,Poland,2,monopoly,0,1,0,29761,20769,2488,18.99,0.664,0.0492,2.8,1.47,574321.0,1.0117
84,2023-08-07,Krakow,Poland,2,monopoly,0,1,0,29333,19817,2402,18.45,0.686,0.0537,2.77,1.5,550112.0,1.0019
85,2023-08-14,Krakow,Poland,2,monopoly,0,1,0,28602,20446,3577,19.1,0.663,0.0447,2.73,1.53,555683.0,0.9923
86,2023-08-21,Krakow,Poland,2,monopoly,0,1,0,28720,20543,2808,19.08,0.678,0.0413,2.94,1.44,556852.0,0.9895
87,2023-08-28,Krakow,Poland,2,monopoly,0,1,0,29548,21295,3239,18.85,0.681,0.0424,2.77,1.48,566435.0,1.0032
88,2023-09-04,Krakow,Poland,2,monopoly,0,1,0,29480,20485,3371,18.32,0.651,0.0396,3.05,1.42,548800.0,1.0057
89,2023-09-11,Krakow,Poland,2,monopoly,0,1,0,30168,20820,3416,19.18,0.672,0.0544,2.68,1.47,587804.0,0.9979
90,2023-09-18,Krakow,Poland,2,monopoly,0,1,0,31224,20514,3435,19.25,0.66,0.0538,2.82,1.45,609986.0,1.0043
91,2023-09-25,Krakow,Poland,2,monopoly,0,1,0,28885,20460,2993,19.1,0.672,0.0506,2.84,1.48,560788.0,1.0038
92,2023-10-02,Krakow,Poland,2,monopoly,0,1,0,31128,20386,2873,18.99,0.681,0.0361,2.92,1.56,600661.0,1.0132
93,2023-10-09,Krakow,Poland,2,monopoly,0,1,0,31557,19929,3215,19.17,0.674,0.0402,2.76,1.4,613318.0,1.0008
94,2023-10-16,Krakow,Poland,2,monopoly,0,1,0,29538,19547,2679,19.16,0.676,0.0433,2.81,1.5,574744.0,0.9969
95,2023-10-23,Krakow,Poland,2,monopoly,0,1,0,28046,20297,3067,18.48,0.659,0.0394,2.73,1.48,527302.0,0.9937
96,2023-10-30,Krakow,Poland,2,monopoly,0,1,0,29152,19707,2653,18.5,0.685,0.0487,2.94,1.51,548239.0,0.9798
97,2023-11-06,Krakow,Poland,2,monopoly,0,1,0,28585,18980,3126,18.99,0.659,0.0512,2.51,1.43,550972.0,0.9901
98,2023-11-13,Krakow,Poland,2,monopoly,0,1,0,27943,19714,2812,18.85,0.681,0.056,2.87,1.41,535065.0,0.9965
